State,Year,Quarter,District,No_of_Regusers,No_of_AppOpen
andhra-pradesh,2019,3,visakhapatnam district,1460464,54836001
andhra-pradesh,2019,3,prakasam district,598568,16267041
andhra-pradesh,2019,3,anantapur district,773656,22845084
andhra-pradesh,2019,3,kurnool district,755024,22827473
andhra-pradesh,2019,3,guntur district,1026418,28477132
andhra-pradesh,2019,3,krishna district,1066546,30077671
andhra-pradesh,2019,3,spsr nellore district,619592,17768733
andhra-pradesh,2019,3,vizianagaram district,394375,13065845
andhra-pradesh,2019,3,ysr district,574109,15833900
andhra-pradesh,2019,3,west godavari district,662102,14227407
andhra-pradesh,2019,3,chittoor district,1032733,34638738
andhra-pradesh,2019,4,east godavari district,1195228,38299189
andhra-pradesh,2019,4,srikakulam district,496266,16353822
andhra-pradesh,2019,4,visakhapatnam district,1620235,70749983
andhra-pradesh,2019,4,prakasam district,673522,21639748
andhra-pradesh,2019,4,anantapur district,873033,30278539
andhra-pradesh,2019,4,kurnool district,846885,29676997
andhra-pradesh,2019,4,guntur district,1158708,37846179
andhra-pradesh,2019,4,krishna district,1199971,39407473
andhra-pradesh,2019,4,spsr nellore district,697154,23608360
andhra-pradesh,2019,4,vizianagaram district,443810,17515311
andhra-pradesh,2019,4,ysr district,646642,21543798
andhra-pradesh,2019,4,west godavari district,750078,19393528
andhra-pradesh,2019,4,chittoor district,1156351,44888591
andhra-pradesh,2020,1,east godavari district,1329664,46142746
andhra-pradesh,2020,1,srikakulam district,552007,20975989
andhra-pradesh,2020,1,visakhapatnam district,1763581,77558624
andhra-pradesh,2020,1,prakasam district,748655,26870693
andhra-pradesh,2020,1,anantapur district,971850,36900103
andhra-pradesh,2020,1,kurnool district,936293,34198350
andhra-pradesh,2020,1,guntur district,1289678,45282758
andhra-pradesh,2020,1,krishna district,1331602,46079408
andhra-pradesh,2020,1,spsr nellore district,775440,28879364
andhra-pradesh,2020,1,vizianagaram district,490683,21562104
andhra-pradesh,2020,1,ysr district,717865,26166193
andhra-pradesh,2020,1,west godavari district,843835,24542868
andhra-pradesh,2020,1,chittoor district,1270907,51354573
andhra-pradesh,2020,2,east godavari district,1459116,45884498
andhra-pradesh,2020,2,srikakulam district,608002,23808009
andhra-pradesh,2020,2,visakhapatnam district,1904719,69684456
andhra-pradesh,2020,2,prakasam district,830709,32255276
andhra-pradesh,2020,2,anantapur district,1076953,39704703
andhra-pradesh,2020,2,kurnool district,1035093,36268390
andhra-pradesh,2020,2,guntur district,1426271,44267596
andhra-pradesh,2020,2,krishna district,1459041,41234166
andhra-pradesh,2020,2,spsr nellore district,854459,30816403
andhra-pradesh,2020,2,vizianagaram district,537798,24370380
andhra-pradesh,2020,2,ysr district,796769,29644037
andhra-pradesh,2020,2,west godavari district,944829,26583613
andhra-pradesh,2020,2,chittoor district,1385916,49820171
andhra-pradesh,2020,3,east godavari district,1601940,64292857
andhra-pradesh,2020,3,srikakulam district,667858,31794753
andhra-pradesh,2020,3,visakhapatnam district,2058346,102589371
andhra-pradesh,2020,3,prakasam district,915240,44970519
andhra-pradesh,2020,3,anantapur district,1186851,55714787
andhra-pradesh,2020,3,kurnool district,1132240,49164718
andhra-pradesh,2020,3,guntur district,1567595,62427501
andhra-pradesh,2020,3,krishna district,1599289,61028114
andhra-pradesh,2020,3,spsr nellore district,937176,43951448
andhra-pradesh,2020,3,vizianagaram district,587784,31199437
andhra-pradesh,2020,3,ysr district,877909,41578067
andhra-pradesh,2020,3,west godavari district,1053674,38126238
andhra-pradesh,2020,3,chittoor district,1506503,69462572
andhra-pradesh,2020,4,east godavari district,1746280,82605352
andhra-pradesh,2020,4,srikakulam district,726761,36770992
andhra-pradesh,2020,4,visakhapatnam district,2209658,124730170
andhra-pradesh,2020,4,prakasam district,999462,52839846
andhra-pradesh,2020,4,anantapur district,1295872,69562398
andhra-pradesh,2020,4,kurnool district,1230466,60615045
andhra-pradesh,2020,4,guntur district,1712940,81291172
andhra-pradesh,2020,4,krishna district,1744028,81787771
andhra-pradesh,2020,4,spsr nellore district,1022944,54765443
andhra-pradesh,2020,4,vizianagaram district,634462,35110885
andhra-pradesh,2020,4,ysr district,959182,49596303
andhra-pradesh,2020,4,west godavari district,1163179,51170162
andhra-pradesh,2020,4,chittoor district,1631331,88232999
andhra-pradesh,2021,1,east godavari district,1878769,91478749
andhra-pradesh,2021,1,srikakulam district,782604,40590058
andhra-pradesh,2021,1,visakhapatnam district,2368081,135908324
andhra-pradesh,2021,1,prakasam district,1075936,56911479
andhra-pradesh,2021,1,anantapur district,1394849,73375049
andhra-pradesh,2021,1,kurnool district,1323411,65326230
andhra-pradesh,2021,1,guntur district,1843237,92731167
andhra-pradesh,2021,1,krishna district,1876458,92941553
andhra-pradesh,2021,1,spsr nellore district,1100541,60691988
andhra-pradesh,2021,1,vizianagaram district,681621,37752539
andhra-pradesh,2021,1,ysr district,1032689,53525815
andhra-pradesh,2021,1,west godavari district,1254117,57392671
andhra-pradesh,2021,1,chittoor district,1751420,99083825
andhra-pradesh,2021,2,east godavari district,2006272,84705076
andhra-pradesh,2021,2,srikakulam district,837958,43740255
andhra-pradesh,2021,2,visakhapatnam district,2526830,114313154
andhra-pradesh,2021,2,prakasam district,1151232,76850749
andhra-pradesh,2021,2,anantapur district,1492738,104568606
andhra-pradesh,2021,2,kurnool district,1415585,81894678
andhra-pradesh,2021,2,guntur district,1968681,88248064
andhra-pradesh,2021,2,krishna district,2002662,85771678
andhra-pradesh,2021,2,spsr nellore district,1176334,74049216
andhra-pradesh,2021,2,vizianagaram district,729509,42684475
andhra-pradesh,2021,2,ysr district,1103004,72255265
andhra-pradesh,2021,2,west godavari district,1339377,65118788
andhra-pradesh,2021,2,chittoor district,1870723,110505432
andhra-pradesh,2021,3,east godavari district,2150622,103626560
andhra-pradesh,2021,3,srikakulam district,902008,48622126
andhra-pradesh,2021,3,visakhapatnam district,2707931,139540800
andhra-pradesh,2021,3,prakasam district,1239147,91533813
andhra-pradesh,2021,3,anantapur district,1606735,124985545
andhra-pradesh,2021,3,kurnool district,1522196,101210508
andhra-pradesh,2021,3,guntur district,2110878,106621413
andhra-pradesh,2021,3,krishna district,2145423,104358295
andhra-pradesh,2021,3,spsr nellore district,1263550,90102349
andhra-pradesh,2021,3,vizianagaram district,784444,46277311
andhra-pradesh,2021,3,ysr district,1183377,86369956
andhra-pradesh,2021,3,west godavari district,1436576,80244808
andhra-pradesh,2021,3,chittoor district,2007011,135043395
andhra-pradesh,2021,4,east godavari district,2294347,142536856
andhra-pradesh,2021,4,srikakulam district,965335,61654215
andhra-pradesh,2021,4,visakhapatnam district,2888774,188757640
andhra-pradesh,2021,4,prakasam district,1325728,86410317
andhra-pradesh,2021,4,anantapur district,1719437,120768682
andhra-pradesh,2021,4,kurnool district,1628242,97379271
andhra-pradesh,2021,4,guntur district,2252443,130920743
andhra-pradesh,2021,4,krishna district,2288148,134436469
andhra-pradesh,2021,4,spsr nellore district,1349290,90814672
andhra-pradesh,2021,4,vizianagaram district,839606,56101822
andhra-pradesh,2021,4,ysr district,1262963,83534122
andhra-pradesh,2021,4,west godavari district,1532898,100007280
andhra-pradesh,2021,4,chittoor district,2141818,154395512
andhra-pradesh,2022,1,east godavari district,2432305,87134562
andhra-pradesh,2022,1,srikakulam district,1027283,46691467
andhra-pradesh,2022,1,visakhapatnam district,3061324,88803090
andhra-pradesh,2022,1,prakasam district,1408929,104851997
andhra-pradesh,2022,1,anantapur district,1827094,155792533
andhra-pradesh,2022,1,kurnool district,1729513,119653214
andhra-pradesh,2022,1,guntur district,2387051,88844052
andhra-pradesh,2022,1,krishna district,2423373,85871644
andhra-pradesh,2022,1,spsr nellore district,1431664,101671767
andhra-pradesh,2022,1,vizianagaram district,892889,44804002
andhra-pradesh,2022,1,ysr district,1339782,98878499
andhra-pradesh,2022,1,west godavari district,1626039,87642475
andhra-pradesh,2022,1,chittoor district,2270705,144146671
andhra-pradesh,2022,2,east godavari district,2564165,93383888
andhra-pradesh,2022,2,srikakulam district,1086164,51087942
andhra-pradesh,2022,2,visakhapatnam district,3226029,93552701
andhra-pradesh,2022,2,prakasam district,1487589,108172758
andhra-pradesh,2022,2,anantapur district,1928213,181499094
andhra-pradesh,2022,2,kurnool district,1825280,136447455
andhra-pradesh,2022,2,guntur district,2514794,91997209
andhra-pradesh,2022,2,krishna district,2552107,95341487
andhra-pradesh,2022,2,spsr nellore district,1509927,108755384
andhra-pradesh,2022,2,vizianagaram district,943242,50230853
andhra-pradesh,2022,2,ysr district,1412848,106157470
andhra-pradesh,2022,2,west godavari district,1714357,103338893
andhra-pradesh,2022,2,chittoor district,2392549,158771722
andhra-pradesh,2022,3,east godavari district,2702234,85780890
andhra-pradesh,2022,3,srikakulam district,1147016,46323107
andhra-pradesh,2022,3,visakhapatnam district,3397514,87888969
andhra-pradesh,2022,3,prakasam district,1567520,114185009
andhra-pradesh,2022,3,anantapur district,2030824,181038520
andhra-pradesh,2022,3,kurnool district,1924127,143715547
andhra-pradesh,2022,3,guntur district,2647100,91146114
andhra-pradesh,2022,3,krishna district,2685215,86220959
andhra-pradesh,2022,3,spsr nellore district,1588875,105928407
andhra-pradesh,2022,3,vizianagaram district,995141,46767889
andhra-pradesh,2022,3,ysr district,1487140,107976611
andhra-pradesh,2022,3,west godavari district,1805967,97509407
andhra-pradesh,2022,3,chittoor district,2517657,162524274
andhra-pradesh,2022,4,east godavari district,2835087,173720880
andhra-pradesh,2022,4,srikakulam district,1204785,72666058
andhra-pradesh,2022,4,visakhapatnam district,3566854,208604256
andhra-pradesh,2022,4,prakasam district,1642503,94432083
andhra-pradesh,2022,4,anantapur district,2128066,136685634
andhra-pradesh,2022,4,kurnool district,2018290,105333688
andhra-pradesh,2022,4,guntur district,2774365,144773169
andhra-pradesh,2022,4,krishna district,2813645,156902257
andhra-pradesh,2022,4,spsr nellore district,1663684,103101986
andhra-pradesh,2022,4,vizianagaram district,1044490,64406405
andhra-pradesh,2022,4,ysr district,1556901,93975668
andhra-pradesh,2022,4,west godavari district,1893310,129116752
andhra-pradesh,2022,4,chittoor district,2636036,189655966
arunachal-pradesh,2018,1,lower subansiri district,498,0
arunachal-pradesh,2018,1,tirap district,557,0
arunachal-pradesh,2018,1,papum pare district,7649,0
arunachal-pradesh,2018,1,anjaw district,278,0
arunachal-pradesh,2018,1,lower siang district,270,0
arunachal-pradesh,2018,1,dibang valley district,66,0
arunachal-pradesh,2018,1,west kameng district,2202,0
arunachal-pradesh,2018,1,shi yomi district,49,0
arunachal-pradesh,2018,1,east kameng district,222,0
arunachal-pradesh,2018,1,lohit district,1207,0
arunachal-pradesh,2018,1,lepa rada district,210,0
arunachal-pradesh,2018,1,lower dibang valley district,601,0
arunachal-pradesh,2018,1,longding district,256,0
arunachal-pradesh,2018,1,west siang district,846,0
arunachal-pradesh,2018,1,kamle district,22,0
arunachal-pradesh,2018,1,upper siang district,301,0
arunachal-pradesh,2018,1,kurung kumey district,97,0
arunachal-pradesh,2018,1,siang district,192,0
arunachal-pradesh,2018,1,kra daadi district,88,0
arunachal-pradesh,2018,1,changlang district,1208,0
arunachal-pradesh,2018,1,pakke kessang district,39,0
arunachal-pradesh,2018,1,east siang district,1803,0
arunachal-pradesh,2018,1,upper subansiri district,572,0
arunachal-pradesh,2018,1,tawang district,1525,0
arunachal-pradesh,2018,1,namsai district,737,0
arunachal-pradesh,2018,2,lower subansiri district,724,0
arunachal-pradesh,2018,2,tirap district,856,0
arunachal-pradesh,2018,2,papum pare district,11418,0
arunachal-pradesh,2018,2,anjaw district,410,0
arunachal-pradesh,2018,2,lower siang district,494,0
arunachal-pradesh,2018,2,dibang valley district,112,0
arunachal-pradesh,2018,2,west kameng district,3442,0
arunachal-pradesh,2018,2,shi yomi district,80,0
arunachal-pradesh,2018,2,east kameng district,343,0
arunachal-pradesh,2018,2,lohit district,1898,0
arunachal-pradesh,2018,2,lepa rada district,318,0
arunachal-pradesh,2018,2,lower dibang valley district,893,0
arunachal-pradesh,2018,2,longding district,412,0
arunachal-pradesh,2018,2,west siang district,1224,0
arunachal-pradesh,2018,2,kamle district,37,0
arunachal-pradesh,2018,2,upper siang district,481,0
arunachal-pradesh,2018,2,kurung kumey district,153,0
arunachal-pradesh,2018,2,siang district,293,0
arunachal-pradesh,2018,2,kra daadi district,144,0
arunachal-pradesh,2018,2,changlang district,2014,0
arunachal-pradesh,2018,2,pakke kessang district,66,0
arunachal-pradesh,2018,2,east siang district,2646,0
arunachal-pradesh,2018,2,upper subansiri district,883,0
arunachal-pradesh,2018,2,tawang district,2266,0
arunachal-pradesh,2018,2,namsai district,1276,0
arunachal-pradesh,2018,3,lower subansiri district,1033,0
arunachal-pradesh,2018,3,tirap district,1226,0
arunachal-pradesh,2018,3,papum pare district,16009,0
arunachal-pradesh,2018,3,anjaw district,542,0
arunachal-pradesh,2018,3,lower siang district,717,0
arunachal-pradesh,2018,3,dibang valley district,145,0
arunachal-pradesh,2018,3,west kameng district,4765,0
arunachal-pradesh,2018,3,shi yomi district,118,0
arunachal-pradesh,2018,3,east kameng district,521,0
arunachal-pradesh,2018,3,lohit district,2612,0
arunachal-pradesh,2018,3,lepa rada district,431,0
arunachal-pradesh,2018,3,lower dibang valley district,1286,0
arunachal-pradesh,2018,3,longding district,644,0
arunachal-pradesh,2018,3,west siang district,1652,0
arunachal-pradesh,2018,3,kamle district,65,0
arunachal-pradesh,2018,3,upper siang district,646,0
arunachal-pradesh,2018,3,kurung kumey district,222,0
arunachal-pradesh,2018,3,siang district,373,0
arunachal-pradesh,2018,3,kra daadi district,190,0
arunachal-pradesh,2018,3,changlang district,2889,0
arunachal-pradesh,2018,3,pakke kessang district,103,0
arunachal-pradesh,2018,3,east siang district,3590,0
arunachal-pradesh,2018,3,upper subansiri district,1169,0
arunachal-pradesh,2018,3,tawang district,3112,0
arunachal-pradesh,2018,3,namsai district,1862,0
arunachal-pradesh,2018,4,lower subansiri district,1459,0
arunachal-pradesh,2018,4,tirap district,1684,0
arunachal-pradesh,2018,4,papum pare district,21342,0
arunachal-pradesh,2018,4,anjaw district,744,0
arunachal-pradesh,2018,4,lower siang district,936,0
arunachal-pradesh,2018,4,dibang valley district,178,0
arunachal-pradesh,2018,4,west kameng district,6492,0
arunachal-pradesh,2018,4,shi yomi district,144,0
arunachal-pradesh,2018,4,east kameng district,691,0
arunachal-pradesh,2018,4,lohit district,3588,0
arunachal-pradesh,2018,4,lepa rada district,548,0
arunachal-pradesh,2018,4,lower dibang valley district,1827,0
arunachal-pradesh,2018,4,longding district,923,0
arunachal-pradesh,2018,4,west siang district,2117,0
arunachal-pradesh,2018,4,kamle district,109,0
arunachal-pradesh,2018,4,upper siang district,868,0
arunachal-pradesh,2018,4,kurung kumey district,321,0
arunachal-pradesh,2018,4,siang district,483,0
arunachal-pradesh,2018,4,kra daadi district,255,0
arunachal-pradesh,2018,4,changlang district,4036,0
arunachal-pradesh,2018,4,pakke kessang district,138,0
arunachal-pradesh,2018,4,east siang district,4813,0
arunachal-pradesh,2018,4,upper subansiri district,1576,0
arunachal-pradesh,2018,4,tawang district,4085,0
arunachal-pradesh,2018,4,namsai district,2495,0
arunachal-pradesh,2019,1,lower subansiri district,1879,0
arunachal-pradesh,2019,1,tirap district,2082,0
arunachal-pradesh,2019,1,papum pare district,26298,0
arunachal-pradesh,2019,1,anjaw district,934,0
arunachal-pradesh,2019,1,lower siang district,1123,0
arunachal-pradesh,2019,1,dibang valley district,211,0
arunachal-pradesh,2019,1,west kameng district,8115,0
arunachal-pradesh,2019,1,shi yomi district,186,0
arunachal-pradesh,2019,1,east kameng district,876,0
arunachal-pradesh,2019,1,lohit district,4416,0
arunachal-pradesh,2019,1,lepa rada district,710,0
arunachal-pradesh,2019,1,lower dibang valley district,2314,0
arunachal-pradesh,2019,1,longding district,1152,0
arunachal-pradesh,2019,1,west siang district,2656,0
arunachal-pradesh,2019,1,kamle district,141,0
arunachal-pradesh,2019,1,upper siang district,1125,0
arunachal-pradesh,2019,1,kurung kumey district,385,0
arunachal-pradesh,2019,1,siang district,651,0
arunachal-pradesh,2019,1,kra daadi district,350,0
arunachal-pradesh,2019,1,changlang district,5210,0
arunachal-pradesh,2019,1,pakke kessang district,162,0
arunachal-pradesh,2019,1,east siang district,5899,0
arunachal-pradesh,2019,1,upper subansiri district,1906,0
arunachal-pradesh,2019,1,tawang district,5023,0
arunachal-pradesh,2019,1,namsai district,3153,0
arunachal-pradesh,2019,2,lower subansiri district,2463,11644
arunachal-pradesh,2019,2,tirap district,2697,12779
arunachal-pradesh,2019,2,papum pare district,32800,163673
arunachal-pradesh,2019,2,anjaw district,1175,4993
arunachal-pradesh,2019,2,lower siang district,1457,7737
arunachal-pradesh,2019,2,dibang valley district,241,258
arunachal-pradesh,2019,2,west kameng district,9782,73944
arunachal-pradesh,2019,2,shi yomi district,225,24
arunachal-pradesh,2019,2,east kameng district,1075,4146
arunachal-pradesh,2019,2,lohit district,5485,32550
arunachal-pradesh,2019,2,lepa rada district,903,4196
arunachal-pradesh,2019,2,lower dibang valley district,2842,12669
arunachal-pradesh,2019,2,longding district,1420,13256
arunachal-pradesh,2019,2,west siang district,3393,15972
arunachal-pradesh,2019,2,kamle district,212,972
arunachal-pradesh,2019,2,upper siang district,1372,2710
arunachal-pradesh,2019,2,kurung kumey district,481,2171
arunachal-pradesh,2019,2,siang district,831,3209
arunachal-pradesh,2019,2,kra daadi district,440,2639
arunachal-pradesh,2019,2,changlang district,6884,37725
arunachal-pradesh,2019,2,pakke kessang district,211,1237
arunachal-pradesh,2019,2,east siang district,7319,34596
arunachal-pradesh,2019,2,upper subansiri district,2355,9043
arunachal-pradesh,2019,2,tawang district,5908,32103
arunachal-pradesh,2019,2,namsai district,3914,18627
arunachal-pradesh,2019,3,lower subansiri district,2928,42877
arunachal-pradesh,2019,3,tirap district,3099,49222
arunachal-pradesh,2019,3,papum pare district,38845,582435
arunachal-pradesh,2019,3,anjaw district,1358,19509
arunachal-pradesh,2019,3,lower siang district,1689,25736
arunachal-pradesh,2019,3,dibang valley district,271,1436
arunachal-pradesh,2019,3,west kameng district,11186,260068
arunachal-pradesh,2019,3,shi yomi district,239,158
arunachal-pradesh,2019,3,east kameng district,1304,19974
arunachal-pradesh,2019,3,lohit district,6421,112322
arunachal-pradesh,2019,3,lepa rada district,1064,13695
arunachal-pradesh,2019,3,lower dibang valley district,3398,43057
arunachal-pradesh,2019,3,longding district,1634,46571
arunachal-pradesh,2019,3,west siang district,4101,64241
arunachal-pradesh,2019,3,kamle district,258,3686
arunachal-pradesh,2019,3,upper siang district,1486,8960
arunachal-pradesh,2019,3,kurung kumey district,572,8396
arunachal-pradesh,2019,3,siang district,948,13437
arunachal-pradesh,2019,3,kra daadi district,524,11363
arunachal-pradesh,2019,3,changlang district,8145,139098
arunachal-pradesh,2019,3,pakke kessang district,244,5099
arunachal-pradesh,2019,3,east siang district,8571,118071
arunachal-pradesh,2019,3,upper subansiri district,2748,35114
arunachal-pradesh,2019,3,tawang district,6553,114907
arunachal-pradesh,2019,3,namsai district,4563,72268
arunachal-pradesh,2019,4,lower subansiri district,3564,53396
arunachal-pradesh,2019,4,tirap district,3605,67097
arunachal-pradesh,2019,4,papum pare district,44746,670934
arunachal-pradesh,2019,4,anjaw district,1564,23729
arunachal-pradesh,2019,4,lower siang district,1921,28156
arunachal-pradesh,2019,4,dibang valley district,289,1738
arunachal-pradesh,2019,4,west kameng district,12562,313584
arunachal-pradesh,2019,4,shi yomi district,266,880
arunachal-pradesh,2019,4,east kameng district,1623,27850
arunachal-pradesh,2019,4,lohit district,7386,129353
arunachal-pradesh,2019,4,lepa rada district,1263,20798
arunachal-pradesh,2019,4,lower dibang valley district,3944,50034
arunachal-pradesh,2019,4,longding district,1847,48945
arunachal-pradesh,2019,4,west siang district,4773,70790
arunachal-pradesh,2019,4,kamle district,323,5098
arunachal-pradesh,2019,4,upper siang district,1804,26060
arunachal-pradesh,2019,4,kurung kumey district,653,7904
arunachal-pradesh,2019,4,siang district,1131,19220
arunachal-pradesh,2019,4,kra daadi district,603,13700
arunachal-pradesh,2019,4,changlang district,9662,152680
arunachal-pradesh,2019,4,pakke kessang district,296,5981
arunachal-pradesh,2019,4,east siang district,9859,132534
arunachal-pradesh,2019,4,upper subansiri district,3144,42354
arunachal-pradesh,2019,4,tawang district,7303,139898
arunachal-pradesh,2019,4,namsai district,5190,87627
arunachal-pradesh,2020,1,lower subansiri district,4351,72887
arunachal-pradesh,2020,1,tirap district,4261,76554
arunachal-pradesh,2020,1,papum pare district,51342,819599
arunachal-pradesh,2020,1,anjaw district,1747,25453
arunachal-pradesh,2020,1,lower siang district,2201,35216
arunachal-pradesh,2020,1,dibang valley district,320,2195
arunachal-pradesh,2020,1,west kameng district,13983,332479
arunachal-pradesh,2020,1,shi yomi district,290,989
arunachal-pradesh,2020,1,east kameng district,1962,37103
arunachal-pradesh,2020,1,lohit district,8454,159158
arunachal-pradesh,2020,1,lepa rada district,1532,28280
arunachal-pradesh,2020,1,lower dibang valley district,4650,71091
arunachal-pradesh,2020,1,longding district,2201,58817
arunachal-pradesh,2020,1,west siang district,5757,97255
arunachal-pradesh,2020,1,kamle district,373,7135
arunachal-pradesh,2020,1,upper siang district,2143,37600
arunachal-pradesh,2020,1,kurung kumey district,725,11471
arunachal-pradesh,2020,1,siang district,1390,24530
arunachal-pradesh,2020,1,kra daadi district,701,16770
arunachal-pradesh,2020,1,changlang district,11262,201632
arunachal-pradesh,2020,1,pakke kessang district,371,9758
arunachal-pradesh,2020,1,east siang district,11298,167166
arunachal-pradesh,2020,1,upper subansiri district,3675,56522
arunachal-pradesh,2020,1,tawang district,8048,138728
arunachal-pradesh,2020,1,namsai district,6029,109933
arunachal-pradesh,2020,2,lower subansiri district,5392,108893
arunachal-pradesh,2020,2,tirap district,5239,114770
arunachal-pradesh,2020,2,papum pare district,59968,932769
arunachal-pradesh,2020,2,anjaw district,1961,34903
arunachal-pradesh,2020,2,lower siang district,2644,48738
arunachal-pradesh,2020,2,dibang valley district,367,4076
arunachal-pradesh,2020,2,west kameng district,15766,394250
arunachal-pradesh,2020,2,shi yomi district,320,1597
arunachal-pradesh,2020,2,east kameng district,2506,53112
arunachal-pradesh,2020,2,lohit district,10154,219948
arunachal-pradesh,2020,2,lepa rada district,1890,38098
arunachal-pradesh,2020,2,lower dibang valley district,5782,110670
arunachal-pradesh,2020,2,longding district,2751,86086
arunachal-pradesh,2020,2,west siang district,7239,147515
arunachal-pradesh,2020,2,kamle district,509,11566
arunachal-pradesh,2020,2,upper siang district,2552,54123
arunachal-pradesh,2020,2,kurung kumey district,834,16738
arunachal-pradesh,2020,2,siang district,1831,40101
arunachal-pradesh,2020,2,kra daadi district,870,25480
arunachal-pradesh,2020,2,changlang district,14036,293705
arunachal-pradesh,2020,2,pakke kessang district,438,13500
arunachal-pradesh,2020,2,east siang district,13601,235755
arunachal-pradesh,2020,2,upper subansiri district,4465,80310
arunachal-pradesh,2020,2,tawang district,8993,170812
arunachal-pradesh,2020,2,namsai district,7426,149491
arunachal-pradesh,2020,3,lower subansiri district,6456,117359
arunachal-pradesh,2020,3,tirap district,6119,125437
arunachal-pradesh,2020,3,papum pare district,69419,1157730
arunachal-pradesh,2020,3,anjaw district,2226,42320
arunachal-pradesh,2020,3,lower siang district,2983,51520
arunachal-pradesh,2020,3,dibang valley district,411,4634
arunachal-pradesh,2020,3,west kameng district,17636,461190
arunachal-pradesh,2020,3,shi yomi district,337,2788
arunachal-pradesh,2020,3,east kameng district,3169,63062
arunachal-pradesh,2020,3,lohit district,11755,264444
arunachal-pradesh,2020,3,lepa rada district,2304,47233
arunachal-pradesh,2020,3,lower dibang valley district,6799,117752
arunachal-pradesh,2020,3,longding district,3277,91330
arunachal-pradesh,2020,3,west siang district,8623,158496
arunachal-pradesh,2020,3,kamle district,639,12196
arunachal-pradesh,2020,3,upper siang district,3011,59246
arunachal-pradesh,2020,3,kurung kumey district,1025,18583
arunachal-pradesh,2020,3,siang district,2225,42723
arunachal-pradesh,2020,3,kra daadi district,1026,29126
arunachal-pradesh,2020,3,changlang district,16385,326045
arunachal-pradesh,2020,3,pakke kessang district,508,11721
arunachal-pradesh,2020,3,east siang district,15921,302165
arunachal-pradesh,2020,3,upper subansiri district,5295,106598
arunachal-pradesh,2020,3,tawang district,9944,224583
arunachal-pradesh,2020,3,namsai district,8553,165140
arunachal-pradesh,2020,4,lower subansiri district,7388,124398
arunachal-pradesh,2020,4,tirap district,6805,134124
arunachal-pradesh,2020,4,papum pare district,77936,1397025
arunachal-pradesh,2020,4,anjaw district,2485,61121
arunachal-pradesh,2020,4,lower siang district,3320,54476
arunachal-pradesh,2020,4,dibang valley district,444,7677
arunachal-pradesh,2020,4,west kameng district,19464,455337
arunachal-pradesh,2020,4,shi yomi district,370,5847
arunachal-pradesh,2020,4,east kameng district,3638,62876
arunachal-pradesh,2020,4,lohit district,13126,285992
arunachal-pradesh,2020,4,lepa rada district,2735,57036
arunachal-pradesh,2020,4,lower dibang valley district,7693,132469
arunachal-pradesh,2020,4,longding district,3753,87881
arunachal-pradesh,2020,4,west siang district,9911,180696
arunachal-pradesh,2020,4,kamle district,745,14866
arunachal-pradesh,2020,4,upper siang district,3497,80140
arunachal-pradesh,2020,4,kurung kumey district,1173,21168
arunachal-pradesh,2020,4,siang district,2635,48090
arunachal-pradesh,2020,4,kra daadi district,1141,27924
arunachal-pradesh,2020,4,changlang district,18203,320708
arunachal-pradesh,2020,4,pakke kessang district,593,11458
arunachal-pradesh,2020,4,east siang district,17822,349321
arunachal-pradesh,2020,4,upper subansiri district,6069,125505
arunachal-pradesh,2020,4,tawang district,10909,249095
arunachal-pradesh,2020,4,namsai district,9437,177437
arunachal-pradesh,2021,1,lower subansiri district,8044,136547
arunachal-pradesh,2021,1,tirap district,7376,136247
arunachal-pradesh,2021,1,papum pare district,84715,1553363
arunachal-pradesh,2021,1,anjaw district,2660,55283
arunachal-pradesh,2021,1,lower siang district,3594,61226
arunachal-pradesh,2021,1,dibang valley district,478,9538
arunachal-pradesh,2021,1,west kameng district,21027,483047
arunachal-pradesh,2021,1,shi yomi district,390,7228
arunachal-pradesh,2021,1,east kameng district,3990,69455
arunachal-pradesh,2021,1,lohit district,14231,295880
arunachal-pradesh,2021,1,lepa rada district,3008,68424
arunachal-pradesh,2021,1,lower dibang valley district,8402,145425
arunachal-pradesh,2021,1,longding district,4117,92482
arunachal-pradesh,2021,1,west siang district,10836,191242
arunachal-pradesh,2021,1,kamle district,814,16142
arunachal-pradesh,2021,1,upper siang district,3847,87503
arunachal-pradesh,2021,1,kurung kumey district,1287,25911
arunachal-pradesh,2021,1,siang district,2878,56271
arunachal-pradesh,2021,1,kra daadi district,1244,30137
arunachal-pradesh,2021,1,changlang district,19716,344148
arunachal-pradesh,2021,1,pakke kessang district,647,14995
arunachal-pradesh,2021,1,east siang district,19342,363085
arunachal-pradesh,2021,1,upper subansiri district,6577,122422
arunachal-pradesh,2021,1,tawang district,11778,230123
arunachal-pradesh,2021,1,namsai district,10242,200584
arunachal-pradesh,2021,2,lower subansiri district,8685,444426
arunachal-pradesh,2021,2,tirap district,7955,547430
arunachal-pradesh,2021,2,papum pare district,90871,1786163
arunachal-pradesh,2021,2,anjaw district,2866,174807
arunachal-pradesh,2021,2,lower siang district,3872,246789
arunachal-pradesh,2021,2,dibang valley district,516,77457
arunachal-pradesh,2021,2,west kameng district,22625,1490269
arunachal-pradesh,2021,2,shi yomi district,430,99619
arunachal-pradesh,2021,2,east kameng district,4314,221705
arunachal-pradesh,2021,2,lohit district,15360,1008718
arunachal-pradesh,2021,2,lepa rada district,3249,228236
arunachal-pradesh,2021,2,lower dibang valley district,9094,434361
